#grid point     	iterations      	chem_iter       	cond_iter       	converged       	elem_conserved  	p (bar)         	T (K)           	n_<tot> (cm-3)  	n_g (cm-3)      	m (u)           	e-   	Al   	C    	Ca   	Fe   	H    	He   	K    	Mg   	N    	Na   	O    	P    	S    	Si   	Ti   	V    
100             	4               	4               	0               	ok              	ok              	2.1540000000e-01	2.5000000000e+02	1.1590058505e+19	6.2405433966e+18	2.3341733520e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
101             	4               	4               	0               	ok              	ok              	4.6420000000e-01	2.5000000000e+02	2.4977275570e+19	1.3448747654e+19	2.3341733520e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
102             	4               	4               	0               	ok              	ok              	1.0000000000e+00	2.5000000000e+02	5.3807142547e+19	2.8971882064e+19	2.3341733520e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
103             	4               	4               	0               	ok              	ok              	2.1540000000e+00	2.5000000000e+02	1.1590058505e+20	6.2405433966e+19	2.3341733520e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
104             	4               	4               	0               	ok              	ok              	4.6420000000e+00	2.5000000000e+02	2.4977275570e+20	1.3448747654e+20	2.3341733520e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
105             	4               	4               	0               	ok              	ok              	1.0000000000e+01	2.5000000000e+02	5.3807142547e+20	2.8971882064e+20	2.3341733520e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
106             	4               	4               	0               	ok              	ok              	2.1540000000e+01	2.5000000000e+02	1.1590058505e+21	6.2405433966e+20	2.3341733520e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
107             	4               	4               	0               	ok              	ok              	4.6420000000e+01	2.5000000000e+02	2.4977275570e+21	1.3448747654e+21	2.3341733520e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
108             	4               	4               	0               	ok              	ok              	1.0000000000e+02	2.5000000000e+02	5.3807142547e+21	2.8971882064e+21	2.3341733520e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
109             	4               	4               	0               	ok              	ok              	2.1540000000e+02	2.5000000000e+02	1.1590058505e+22	6.2405433966e+21	2.3341733520e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
110             	4               	4               	0               	ok              	ok              	4.6420000000e+02	2.5000000000e+02	2.4977275570e+22	1.3448747654e+22	2.3341733520e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
111             	4               	4               	0               	ok              	ok              	1.0000000000e+03	2.5000000000e+02	5.3807142547e+22	2.8971882064e+22	2.3341733520e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
112             	7               	7               	0               	ok              	ok              	1.0000000000e-06	3.0000000000e+02	4.4829487709e+13	2.4143235053e+13	2.3336633162e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
113             	7               	7               	0               	ok              	ok              	2.1540000000e-06	3.0000000000e+02	9.6564185077e+13	5.2004528305e+13	2.3336988072e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
114             	6               	6               	0               	ok              	ok              	4.6420000000e-06	3.0000000000e+02	2.0810862901e+14	1.1207289712e+14	2.3337771076e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
115             	8               	8               	0               	ok              	ok              	1.0000000000e-05	3.0000000000e+02	4.4833655380e+14	2.4143235053e+14	2.3338802703e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
116             	8               	8               	0               	ok              	ok              	2.1540000000e-05	3.0000000000e+02	9.6576358949e+14	5.2004528305e+14	2.3339930172e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
117             	6               	6               	0               	ok              	ok              	4.6420000000e-05	3.0000000000e+02	2.0813693447e+15	1.1207289712e+15	2.3340945315e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
118             	4               	4               	0               	ok              	ok              	1.0000000000e-04	3.0000000000e+02	4.4838833299e+15	2.4143235053e+15	2.3341498143e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
119             	4               	4               	0               	ok              	ok              	2.1540000000e-04	3.0000000000e+02	9.6583589027e+15	5.2004528305e+15	2.3341677489e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
120             	4               	4               	0               	ok              	ok              	4.6420000000e-04	3.0000000000e+02	2.0814385292e+16	1.1207289712e+16	2.3341721165e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
121             	4               	4               	0               	ok              	ok              	1.0000000000e-03	3.0000000000e+02	4.4839280315e+16	2.4143235053e+16	2.3341730843e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
122             	4               	4               	0               	ok              	ok              	2.1540000000e-03	3.0000000000e+02	9.6583818482e+16	5.2004528305e+16	2.3341732942e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
123             	4               	4               	0               	ok              	ok              	4.6420000000e-03	3.0000000000e+02	2.0814396198e+17	1.1207289712e+17	2.3341733395e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
124             	4               	4               	0               	ok              	ok              	1.0000000000e-02	3.0000000000e+02	4.4839285404e+17	2.4143235053e+17	2.3341733493e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
125             	4               	4               	0               	ok              	ok              	2.1540000000e-02	3.0000000000e+02	9.6583820847e+17	5.2004528305e+17	2.3341733514e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
126             	4               	4               	0               	ok              	ok              	4.6420000000e-02	3.0000000000e+02	2.0814396307e+18	1.1207289712e+18	2.3341733518e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
127             	4               	4               	0               	ok              	ok              	1.0000000000e-01	3.0000000000e+02	4.4839285455e+18	2.4143235053e+18	2.3341733519e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
128             	4               	4               	0               	ok              	ok              	2.1540000000e-01	3.0000000000e+02	9.6583820871e+18	5.2004528305e+18	2.3341733520e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
129             	4               	4               	0               	ok              	ok              	4.6420000000e-01	3.0000000000e+02	2.0814396308e+19	1.1207289712e+19	2.3341733520e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
130             	4               	4               	0               	ok              	ok              	1.0000000000e+00	3.0000000000e+02	4.4839285456e+19	2.4143235053e+19	2.3341733520e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
131             	4               	4               	0               	ok              	ok              	2.1540000000e+00	3.0000000000e+02	9.6583820871e+19	5.2004528305e+19	2.3341733520e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
132             	4               	4               	0               	ok              	ok              	4.6420000000e+00	3.0000000000e+02	2.0814396308e+20	1.1207289712e+20	2.3341733520e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
133             	4               	4               	0               	ok              	ok              	1.0000000000e+01	3.0000000000e+02	4.4839285456e+20	2.4143235053e+20	2.3341733520e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
134             	4               	4               	0               	ok              	ok              	2.1540000000e+01	3.0000000000e+02	9.6583820871e+20	5.2004528305e+20	2.3341733520e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
135             	4               	4               	0               	ok              	ok              	4.6420000000e+01	3.0000000000e+02	2.0814396308e+21	1.1207289712e+21	2.3341733520e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
136             	4               	4               	0               	ok              	ok              	1.0000000000e+02	3.0000000000e+02	4.4839285456e+21	2.4143235053e+21	2.3341733520e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
137             	4               	4               	0               	ok              	ok              	2.1540000000e+02	3.0000000000e+02	9.6583820871e+21	5.2004528305e+21	2.3341733520e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
138             	4               	4               	0               	ok              	ok              	4.6420000000e+02	3.0000000000e+02	2.0814396308e+22	1.1207289712e+22	2.3341733520e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
139             	4               	4               	0               	ok              	ok              	1.0000000000e+03	3.0000000000e+02	4.4839285456e+22	2.4143235053e+22	2.3341733520e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
140             	7               	7               	0               	ok              	ok              	1.0000000000e-06	3.5000000000e+02	3.8424989027e+13	2.0694201474e+13	2.3336459374e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
141             	7               	7               	0               	ok              	ok              	2.1540000000e-06	3.5000000000e+02	8.2767454699e+13	4.4575309976e+13	2.3336467363e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
142             	7               	7               	0               	ok              	ok              	4.6420000000e-06	3.5000000000e+02	1.7836900372e+14	9.6062483244e+13	2.3336486150e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
143             	7               	7               	0               	ok              	ok              	1.0000000000e-05	3.5000000000e+02	3.8425111470e+14	2.0694201474e+14	2.3336533737e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
144             	7               	7               	0               	ok              	ok              	2.1540000000e-05	3.5000000000e+02	8.2768161689e+14	4.4575309976e+14	2.3336666701e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
145             	7               	7               	0               	ok              	ok              	4.6420000000e-05	3.5000000000e+02	1.7837332233e+15	9.6062483244e+14	2.3337051165e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
146             	7               	7               	0               	ok              	ok              	1.0000000000e-04	3.5000000000e+02	3.8427409836e+15	2.0694201474e+15	2.3337929593e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
147             	8               	8               	0               	ok              	ok              	2.1540000000e-04	3.5000000000e+02	8.2777035444e+15	4.4575309976e+15	2.3339168676e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
148             	7               	7               	0               	ok              	ok              	4.6420000000e-04	3.5000000000e+02	1.7839896319e+16	9.6062483244e+15	2.3340405827e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
149             	5               	5               	0               	ok              	ok              	1.0000000000e-03	3.5000000000e+02	3.8432895909e+16	2.0694201474e+16	2.3341261422e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
150             	5               	5               	0               	ok              	ok              	2.1540000000e-03	3.5000000000e+02	8.2785697353e+16	4.4575309976e+16	2.3341610921e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
151             	5               	5               	0               	ok              	ok              	4.6420000000e-03	3.5000000000e+02	1.7840889930e+17	9.6062483244e+16	2.3341705794e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
152             	5               	5               	0               	ok              	ok              	1.0000000000e-02	3.5000000000e+02	3.8433663300e+17	2.0694201474e+17	2.3341727478e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
153             	5               	5               	0               	ok              	ok              	2.1540000000e-02	3.5000000000e+02	8.2786127546e+17	4.4575309976e+17	2.3341732214e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
154             	5               	5               	0               	ok              	ok              	4.6420000000e-02	3.5000000000e+02	1.7840910907e+18	9.6062483244e+17	2.3341733238e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
155             	5               	5               	0               	ok              	ok              	1.0000000000e-01	3.5000000000e+02	3.8433673148e+18	2.0694201474e+18	2.3341733459e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
