lambda [um]    flux [erg s^-1 cm^-3]    
1.4389433e-01  3.1869430e+08            
1.4396628e-01  3.6111897e+08            
1.4403826e-01  3.6683385e+08            
1.4411028e-01  3.5939909e+08            
1.4418234e-01  3.7400578e+08            
1.4425443e-01  3.7158063e+08            
1.4432655e-01  3.7997268e+08            
1.4439872e-01  3.4123476e+08            
1.4447092e-01  3.7550320e+08            
1.4454316e-01  3.7754437e+08            
1.4461542e-01  3.8743876e+08            
1.4468773e-01  3.9459532e+08            
1.4476008e-01  3.7549944e+08            
1.4483245e-01  3.7499170e+08            
1.4490488e-01  4.0688971e+08            
1.4497733e-01  3.4106638e+08            
1.4504982e-01  4.0983999e+08            
1.4512234e-01  4.1871053e+08            
1.4519491e-01  4.1919381e+08            
1.4526750e-01  3.8695064e+08            
1.4534013e-01  4.2763065e+08            
1.4541279e-01  4.3426821e+08            
1.4548550e-01  4.3258269e+08            
1.4555825e-01  4.4049581e+08            
1.4563102e-01  4.4508672e+08            
1.4570384e-01  4.3036719e+08            
1.4577670e-01  4.5205174e+08            
1.4584958e-01  4.5524395e+08            
1.4592252e-01  4.4985300e+08            
1.4599546e-01  4.6238281e+08            
1.4606846e-01  4.6899784e+08            
1.4614151e-01  4.7093937e+08            
1.4621456e-01  4.7683184e+08            
1.4628767e-01  4.6889374e+08            
1.4636083e-01  4.5451862e+08            
1.4643400e-01  4.8849204e+08            
1.4650722e-01  4.8714718e+08            
1.4658048e-01  4.7777598e+08            
1.4665376e-01  4.4521276e+08            
1.4672709e-01  3.6790381e+08            
1.4680045e-01  4.8054618e+08            
1.4687385e-01  4.8915645e+08            
1.4694729e-01  5.1473419e+08            
1.4702077e-01  4.8215075e+08            
1.4709428e-01  5.1271484e+08            
1.4716781e-01  5.0690346e+08            
1.4724140e-01  4.9149270e+08            
1.4731502e-01  4.2501426e+08            
1.4738869e-01  4.5864118e+08            
1.4746237e-01  4.9778203e+08            
1.4753610e-01  5.4710442e+08            
1.4760989e-01  5.3663313e+08            
1.4768368e-01  5.6319137e+08            
1.4775752e-01  5.4361765e+08            
1.4783139e-01  5.6029610e+08            
1.4790532e-01  5.7618510e+08            
1.4797928e-01  5.7839557e+08            
1.4805326e-01  5.8627536e+08            
1.4812728e-01  5.8358945e+08            
1.4820135e-01  5.4050876e+08            
1.4827545e-01  5.6552527e+08            
1.4834960e-01  5.8628367e+08            
1.4842378e-01  6.0098901e+08            
1.4849799e-01  6.1292540e+08            
1.4857223e-01  6.1390738e+08            
1.4864652e-01  6.2377154e+08            
1.4872084e-01  6.1859338e+08            
1.4879520e-01  6.3586932e+08            
1.4886960e-01  6.1630914e+08            
1.4894404e-01  6.4312216e+08            
1.4901850e-01  6.4748180e+08            
1.4909300e-01  6.4444246e+08            
1.4916755e-01  6.6362100e+08            
1.4924215e-01  6.5589960e+08            
1.4931676e-01  6.1057617e+08            
1.4939142e-01  6.7709716e+08            
1.4946611e-01  6.7810503e+08            
1.4954085e-01  6.9118703e+08            
1.4961562e-01  6.5778913e+08            
1.4969043e-01  6.7608459e+08            
1.4976528e-01  6.4094789e+08            
1.4984017e-01  6.7885854e+08            
1.4991508e-01  6.7302217e+08            
1.4999003e-01  7.2088985e+08            
1.5006502e-01  7.2605764e+08            
1.5014005e-01  7.2706857e+08            
1.5021513e-01  6.9928407e+08            
1.5029024e-01  7.4794663e+08            
1.5036538e-01  7.5542217e+08            
1.5044057e-01  7.2023290e+08            
1.5051580e-01  7.6925669e+08            
1.5059105e-01  7.7184131e+08            
1.5066633e-01  7.5166935e+08            
1.5074166e-01  7.8366414e+08            
1.5081705e-01  7.9170839e+08            
1.5089245e-01  7.9268073e+08            
1.5096789e-01  8.0538813e+08            
1.5104339e-01  8.1345943e+08            
1.5111890e-01  8.1768032e+08            
1.5119446e-01  8.1070187e+08            
1.5127007e-01  8.2863980e+08            
1.5134569e-01  8.3526723e+08            
1.5142136e-01  8.4256450e+08            
1.5149709e-01  8.4927038e+08            
1.5157282e-01  8.3170800e+08            
1.5164863e-01  8.2809709e+08            
1.5172444e-01  8.1992024e+08            
1.5180031e-01  7.3820402e+08            
1.5187620e-01  8.1273323e+08            
1.5195213e-01  7.9365994e+08            
1.5202811e-01  7.6583212e+08            
1.5210414e-01  8.2648389e+08            
1.5218018e-01  8.5647447e+08            
1.5225627e-01  1.0580289e+09            
1.5233239e-01  1.2186862e+09            
1.5240857e-01  9.7571134e+08            
1.5248477e-01  1.4651831e+09            
1.5256100e-01  1.2193972e+09            
1.5263729e-01  2.7773563e+09            
1.5271361e-01  3.6060807e+09            
1.5278998e-01  5.2516160e+09            
1.5286637e-01  3.1345364e+09            
1.5294280e-01  4.5515542e+09            
1.5301926e-01  7.9026333e+09            
1.5309577e-01  4.6117750e+09            
1.5317234e-01  5.5219924e+09            
1.5324891e-01  3.8279128e+09            
1.5332553e-01  5.0872394e+09            
1.5340221e-01  5.6855679e+09            
1.5347889e-01  5.8822200e+09            
1.5355565e-01  7.6523444e+09            
1.5363242e-01  6.6092540e+09            
1.5370923e-01  7.5804893e+09            
1.5378608e-01  6.9817872e+09            
1.5386298e-01  8.6539082e+09            
1.5393992e-01  9.5341209e+09            
1.5401688e-01  9.7656022e+09            
1.5409389e-01  4.0388451e+09            
1.5417093e-01  8.9386407e+09            
1.5424803e-01  8.9345519e+09            
1.5432516e-01  9.4508029e+09            
1.5440231e-01  7.5985635e+09            
1.5447952e-01  6.7136427e+09            
1.5455676e-01  6.7276353e+09            
1.5463403e-01  7.5206085e+09            
1.5471135e-01  1.0339262e+10            
1.5478870e-01  9.2078307e+09            
1.5486610e-01  6.4225205e+09            
1.5494354e-01  6.2985698e+09            
1.5502100e-01  1.0176913e+10            
1.5509851e-01  8.2921947e+09            
1.5517606e-01  9.2956742e+09            
1.5525366e-01  7.8936061e+09            
1.5533126e-01  1.0353753e+10            
1.5540895e-01  8.6519871e+09            
1.5548666e-01  7.3075050e+09            
1.5556440e-01  8.1771606e+09            
1.5564217e-01  1.0275050e+10            
1.5571999e-01  1.0122996e+10            
1.5579785e-01  1.1068356e+10            
1.5587575e-01  7.6943608e+09            
1.5595369e-01  8.4630739e+09            
1.5603168e-01  4.8335305e+09            
1.5610967e-01  3.9385460e+09            
1.5618774e-01  4.7992125e+09            
1.5626582e-01  1.0734225e+10            
1.5634395e-01  8.3181436e+09            
1.5642214e-01  9.7246166e+09            
1.5650035e-01  1.1218212e+10            
1.5657859e-01  1.0666594e+10            
1.5665689e-01  1.0042174e+10            
1.5673522e-01  1.0830133e+10            
1.5681357e-01  8.4204071e+09            
1.5689198e-01  1.3060540e+10            
1.5697045e-01  1.4015727e+10            
1.5704891e-01  9.1882433e+09            
1.5712743e-01  1.4515453e+10            
1.5720601e-01  1.1575546e+10            
1.5728461e-01  1.1529577e+10            
1.5736325e-01  1.1640904e+10            
1.5744193e-01  1.0329894e+10            
1.5752065e-01  1.3274164e+10            
1.5759942e-01  1.5885842e+10            
1.5767822e-01  1.2128085e+10            
1.5775705e-01  1.5731382e+10            
1.5783593e-01  1.4083662e+10            
1.5791484e-01  1.7964422e+10            
1.5799381e-01  1.4902217e+10            
1.5807280e-01  1.2956146e+10            
1.5815185e-01  1.8830867e+10            
1.5823093e-01  1.9235204e+10            
1.5831003e-01  1.8980696e+10            
1.5838919e-01  1.5537298e+10            
1.5846838e-01  1.6424940e+10            
1.5854763e-01  1.6746435e+10            
1.5862690e-01  1.5630506e+10            
1.5870620e-01  1.5849017e+10            
1.5878556e-01  1.8874515e+10            
1.5886494e-01  1.5628033e+10            
1.5894438e-01  2.0798433e+10            
1.5902385e-01  1.7568037e+10            
1.5910337e-01  2.0709419e+10            
1.5918292e-01  2.3818417e+10            
1.5926250e-01  1.7845257e+10            
1.5934213e-01  2.0602544e+10            
1.5942182e-01  2.4251973e+10            
1.5950151e-01  1.7592217e+10            
1.5958128e-01  2.5017695e+10            
1.5966106e-01  2.4278025e+10            
1.5974089e-01  2.5508892e+10            
1.5982077e-01  2.5568304e+10            
1.5990068e-01  2.4648956e+10            
1.5998062e-01  2.5947328e+10            
1.6006062e-01  2.2396135e+10            
1.6014064e-01  2.5078485e+10            
1.6022072e-01  2.0180509e+10            
1.6030083e-01  2.3380044e+10            
1.6038099e-01  2.7435314e+10            
1.6046118e-01  2.1738522e+10            
1.6054140e-01  2.6623270e+10            
1.6062167e-01  2.7077003e+10            
1.6070197e-01  2.5745734e+10            
1.6078233e-01  2.3306760e+10            
1.6086271e-01  1.7361594e+10            
1.6094315e-01  2.5687053e+10            
1.6102362e-01  2.8646172e+10            
1.6110414e-01  2.1956792e+10            
1.6118469e-01  2.9436814e+10            
1.6126527e-01  2.2757887e+10            
1.6134591e-01  2.5384252e+10            
1.6142660e-01  2.3158409e+10            
1.6150729e-01  2.5887072e+10            
1.6158806e-01  2.2784646e+10            
1.6166884e-01  2.3531922e+10            
1.6174969e-01  2.7697635e+10            
1.6183055e-01  2.1093686e+10            
1.6191146e-01  2.5616589e+10            
1.6199243e-01  2.5397351e+10            
1.6207342e-01  2.5148944e+10            
1.6215448e-01  1.6726705e+10            
1.6223553e-01  2.9480394e+10            
1.6231666e-01  1.4741520e+10            
1.6239782e-01  2.6462483e+10            
1.6247901e-01  3.1853524e+10            
1.6256026e-01  1.5881334e+10            
1.6264153e-01  2.6085934e+10            
1.6272286e-01  2.4389036e+10            
1.6280422e-01  2.7452983e+10            
1.6288563e-01  2.7503221e+10            
1.6296707e-01  1.0954896e+10            
1.6304854e-01  3.2196276e+10            
1.6313006e-01  2.3494728e+10            
1.6321164e-01  3.1831840e+10            
1.6329325e-01  2.5448384e+10            
1.6337488e-01  2.5073349e+10            
1.6345657e-01  3.0967877e+10            
1.6353831e-01  3.3104772e+10            
1.6362006e-01  3.2823369e+10            
1.6370189e-01  3.7822166e+10            
1.6378375e-01  3.4692153e+10            
1.6386563e-01  3.7198600e+10            
1.6394757e-01  3.3923590e+10            
1.6402954e-01  4.0936396e+10            
1.6411153e-01  3.9784945e+10            
1.6419361e-01  3.9798294e+10            
1.6427569e-01  3.7445501e+10            
1.6435782e-01  3.6889838e+10            
1.6444001e-01  4.3379373e+10            
1.6452223e-01  4.0496495e+10            
1.6460450e-01  3.8405913e+10            
1.6468680e-01  3.6963934e+10            
1.6476913e-01  4.5287646e+10            
1.6485151e-01  3.2904948e+10            
1.6493395e-01  3.6721744e+10            
1.6501642e-01  3.9702186e+10            
1.6509891e-01  3.4337946e+10            
1.6518147e-01  3.8364327e+10            
1.6526407e-01  3.5300957e+10            
1.6534670e-01  3.5135119e+10            
1.6542937e-01  3.4695551e+10            
1.6551208e-01  3.8680006e+10            
1.6559485e-01  1.9836587e+10            
1.6567765e-01  1.0958446e+10            
1.6576048e-01  1.1572619e+10            
1.6584336e-01  1.8287879e+10            
1.6592628e-01  3.4151366e+10            
1.6600924e-01  4.7150345e+10            
1.6609224e-01  4.9945518e+10            
1.6617529e-01  5.1357773e+10            
1.6625839e-01  5.2255864e+10            
1.6634152e-01  4.0654022e+10            
1.6642469e-01  4.4924503e+10            
1.6650790e-01  5.4001631e+10            
1.6659115e-01  5.1709774e+10            
1.6667444e-01  3.8833197e+10            
1.6675777e-01  4.4088973e+10            
1.6684115e-01  4.4957267e+10            
1.6692459e-01  4.9700403e+10            
1.6700803e-01  4.5269530e+10            
1.6709155e-01  1.5532459e+10            
1.6717510e-01  4.3895974e+10            
1.6725868e-01  4.4505543e+10            
1.6734231e-01  5.6060175e+10            
1.6742597e-01  4.1940074e+10            
1.6750969e-01  3.6440908e+10            
1.6759346e-01  4.4986360e+10            
1.6767726e-01  4.7390430e+10            
1.6776108e-01  5.4865845e+10            
1.6784497e-01  5.3314285e+10            
1.6792888e-01  3.5079647e+10            
1.6801284e-01  4.4999587e+10            
1.6809686e-01  3.9341239e+10            
1.6818091e-01  6.9477962e+10            
1.6826499e-01  1.1756708e+11            
1.6834912e-01  6.3505878e+10            
1.6843331e-01  8.3778172e+10            
1.6851752e-01  1.1306238e+11            
1.6860179e-01  1.0369980e+11            
1.6868609e-01  5.9906156e+10            
1.6877042e-01  6.8798939e+10            
1.6885480e-01  1.2663176e+11            
1.6893924e-01  1.4812595e+11            
1.6902370e-01  1.5992516e+11            
1.6910822e-01  1.2086268e+11            
1.6919277e-01  1.7318832e+11            
1.6927738e-01  1.0115784e+11            
1.6936201e-01  9.7506138e+10            
1.6944669e-01  1.5307359e+11            
1.6953141e-01  1.1521802e+11            
1.6961618e-01  6.9768354e+10            
1.6970098e-01  1.2587198e+11            
1.6978583e-01  8.8435130e+10            
1.6987074e-01  1.4017357e+11            
1.6995568e-01  1.6928964e+11            
1.7004064e-01  9.0147558e+10            
1.7012566e-01  1.6866337e+11            
1.7021074e-01  1.3018872e+11            
1.7029584e-01  1.3061567e+11            
1.7038097e-01  1.9050276e+11            
1.7046616e-01  1.3354497e+11            
1.7055140e-01  1.9813193e+11            
1.7063667e-01  1.9147466e+11            
1.7072200e-01  1.1091882e+11            
1.7080735e-01  2.2621048e+11            
1.7089276e-01  1.9549485e+11            
1.7097820e-01  1.7346251e+11            
1.7106369e-01  2.0912675e+11            
1.7114924e-01  2.0057725e+11            
1.7123481e-01  2.3942175e+11            
1.7132041e-01  1.4166867e+11            
1.7140607e-01  2.5670737e+11            
1.7149179e-01  1.8978789e+11            
1.7157753e-01  2.1535891e+11            
1.7166333e-01  1.7604357e+11            
1.7174915e-01  1.8218634e+11            
1.7183503e-01  2.1816553e+11            
1.7192094e-01  2.3041705e+11            
1.7200691e-01  1.7527304e+11            
1.7209290e-01  2.0312199e+11            
1.7217895e-01  2.0511914e+11            
1.7226505e-01  2.1231776e+11            
1.7235118e-01  1.7285424e+11            
1.7243734e-01  2.4403186e+11            
1.7252355e-01  2.5085085e+11            
1.7260982e-01  2.1921907e+11            
1.7269612e-01  1.7560037e+11            
1.7278248e-01  2.6211274e+11            
1.7286889e-01  2.7209363e+11            
1.7295532e-01  2.9948138e+11            
