lambda [um]    flux [erg s^-1 cm^-3]    
1.4432655e-01  5.0370795e+06            
1.4439872e-01  4.4838589e+06            
1.4447092e-01  4.9837665e+06            
1.4454316e-01  5.1734732e+06            
1.4461542e-01  5.0180640e+06            
1.4468773e-01  5.2398924e+06            
1.4476008e-01  4.8163325e+06            
1.4483245e-01  5.2160828e+06            
1.4490488e-01  5.3997919e+06            
1.4497733e-01  4.7359730e+06            
1.4504982e-01  5.4208197e+06            
1.4512234e-01  5.6286801e+06            
1.4519491e-01  5.5311812e+06            
1.4526750e-01  4.9132428e+06            
1.4534013e-01  5.7295379e+06            
1.4541279e-01  5.8806534e+06            
1.4548550e-01  5.8485641e+06            
1.4555825e-01  6.0138442e+06            
1.4563102e-01  6.0441761e+06            
1.4570384e-01  5.5760333e+06            
1.4577670e-01  6.1710300e+06            
1.4584958e-01  6.1703105e+06            
1.4592252e-01  6.1349909e+06            
1.4599546e-01  6.3488806e+06            
1.4606846e-01  6.4529843e+06            
1.4614151e-01  6.5027126e+06            
1.4621456e-01  6.5632471e+06            
1.4628767e-01  6.3927789e+06            
1.4636083e-01  6.4185000e+06            
1.4643400e-01  6.7356266e+06            
1.4650722e-01  6.6971636e+06            
1.4658048e-01  6.6068989e+06            
1.4665376e-01  6.1491374e+06            
1.4672709e-01  5.2167121e+06            
1.4680045e-01  6.9024278e+06            
1.4687385e-01  7.0033217e+06            
1.4694729e-01  7.1766497e+06            
1.4702077e-01  7.1857386e+06            
1.4709428e-01  6.8993464e+06            
1.4716781e-01  6.8829279e+06            
1.4724140e-01  6.9004753e+06            
1.4731502e-01  6.7608973e+06            
1.4738869e-01  6.5011176e+06            
1.4746237e-01  7.4587764e+06            
1.4753610e-01  7.7285167e+06            
1.4760989e-01  7.7855022e+06            
1.4768368e-01  7.9742942e+06            
1.4775752e-01  7.4843458e+06            
1.4783139e-01  7.8022759e+06            
1.4790532e-01  8.1706792e+06            
1.4797928e-01  8.2132351e+06            
1.4805326e-01  8.3295834e+06            
1.4812728e-01  8.3371755e+06            
1.4820135e-01  8.1434269e+06            
1.4827545e-01  8.3554830e+06            
1.4834960e-01  8.4244076e+06            
1.4842378e-01  8.4582233e+06            
1.4849799e-01  8.7592136e+06            
1.4857223e-01  8.8327419e+06            
1.4864652e-01  8.9825175e+06            
1.4872084e-01  8.9080212e+06            
1.4879520e-01  9.2030702e+06            
1.4886960e-01  9.1112082e+06            
1.4894404e-01  9.2525287e+06            
1.4901850e-01  9.2719826e+06            
1.4909300e-01  9.0132484e+06            
1.4916755e-01  9.6429069e+06            
1.4924215e-01  9.7182137e+06            
1.4931676e-01  9.0729193e+06            
1.4939142e-01  9.8599539e+06            
1.4946611e-01  9.9738934e+06            
1.4954085e-01  1.0102380e+07            
1.4961562e-01  9.2605655e+06            
1.4969043e-01  9.8581838e+06            
1.4976528e-01  9.2336683e+06            
1.4984017e-01  9.4786226e+06            
1.4991508e-01  9.5108664e+06            
1.4999003e-01  1.0463401e+07            
1.5006502e-01  1.0547371e+07            
1.5014005e-01  1.0562930e+07            
1.5021513e-01  9.8755492e+06            
1.5029024e-01  1.1085096e+07            
1.5036538e-01  1.1210983e+07            
1.5044057e-01  1.0274528e+07            
1.5051580e-01  1.1452904e+07            
1.5059105e-01  1.1471065e+07            
1.5066633e-01  1.1008946e+07            
1.5074166e-01  1.1566189e+07            
1.5081705e-01  1.1825356e+07            
1.5089245e-01  1.1716721e+07            
1.5096789e-01  1.2052736e+07            
1.5104339e-01  1.2221901e+07            
1.5111890e-01  1.2293307e+07            
1.5119446e-01  1.2351768e+07            
1.5127007e-01  1.2547389e+07            
1.5134569e-01  1.2612079e+07            
1.5142136e-01  1.2739269e+07            
1.5149709e-01  1.2851517e+07            
1.5157282e-01  1.2590785e+07            
1.5164863e-01  1.2557251e+07            
1.5172444e-01  1.2465416e+07            
1.5180031e-01  1.0855172e+07            
1.5187620e-01  1.2298802e+07            
1.5195213e-01  1.1912380e+07            
1.5202811e-01  1.1801359e+07            
1.5210414e-01  1.2714266e+07            
1.5218018e-01  1.3435133e+07            
1.5225627e-01  1.7144660e+07            
1.5233239e-01  2.0826325e+07            
1.5240857e-01  1.6425776e+07            
1.5248477e-01  2.5365672e+07            
1.5256100e-01  2.1230765e+07            
1.5263729e-01  6.1344864e+07            
1.5271361e-01  8.5514668e+07            
1.5278998e-01  1.0919770e+08            
1.5286637e-01  6.3989400e+07            
1.5294280e-01  8.8732115e+07            
1.5301926e-01  1.5582435e+08            
1.5309577e-01  9.1069220e+07            
1.5317234e-01  1.0760274e+08            
1.5324891e-01  7.8826406e+07            
1.5332553e-01  1.2311561e+08            
1.5340221e-01  1.1631094e+08            
1.5347889e-01  1.1297002e+08            
1.5355565e-01  1.4636539e+08            
1.5363242e-01  1.1890414e+08            
1.5370923e-01  1.4831841e+08            
1.5378608e-01  1.3844957e+08            
1.5386298e-01  1.6784047e+08            
1.5393992e-01  1.7871483e+08            
1.5401688e-01  1.8433609e+08            
1.5409389e-01  7.4780884e+07            
1.5417093e-01  1.8323656e+08            
1.5424803e-01  1.7103255e+08            
1.5432516e-01  1.8758165e+08            
1.5440231e-01  1.3779687e+08            
1.5447952e-01  1.3342356e+08            
1.5455676e-01  1.1174095e+08            
1.5463403e-01  1.3600035e+08            
1.5471135e-01  2.0328788e+08            
1.5478870e-01  1.8340544e+08            
1.5486610e-01  1.2915277e+08            
1.5494354e-01  1.0425874e+08            
1.5502100e-01  1.9696125e+08            
1.5509851e-01  1.5019499e+08            
1.5517606e-01  1.7784966e+08            
1.5525366e-01  1.6425199e+08            
1.5533126e-01  1.9497006e+08            
1.5540895e-01  1.6737981e+08            
1.5548666e-01  1.3818347e+08            
1.5556440e-01  1.5418151e+08            
1.5564217e-01  1.9279178e+08            
1.5571999e-01  1.8544733e+08            
1.5579785e-01  2.1245633e+08            
1.5587575e-01  1.6037456e+08            
1.5595369e-01  1.7988493e+08            
1.5603168e-01  1.5361198e+08            
1.5610967e-01  1.5872665e+08            
1.5618774e-01  1.3693309e+08            
1.5626582e-01  2.1395338e+08            
1.5634395e-01  1.6566618e+08            
1.5642214e-01  1.8981643e+08            
1.5650035e-01  2.2008090e+08            
1.5657859e-01  2.0412315e+08            
1.5665689e-01  2.1521188e+08            
1.5673522e-01  2.2327418e+08            
1.5681357e-01  1.7418709e+08            
1.5689198e-01  2.7786854e+08            
1.5697045e-01  3.4596724e+08            
1.5704891e-01  2.2702822e+08            
1.5712743e-01  3.3952054e+08            
1.5720601e-01  2.3646858e+08            
1.5728461e-01  2.7868069e+08            
1.5736325e-01  2.6952540e+08            
1.5744193e-01  2.2958247e+08            
1.5752065e-01  3.1764408e+08            
1.5759942e-01  3.6356904e+08            
1.5767822e-01  2.8172472e+08            
1.5775705e-01  3.5358021e+08            
1.5783593e-01  3.2460975e+08            
1.5791484e-01  4.4406152e+08            
1.5799381e-01  4.0268734e+08            
1.5807280e-01  3.3720201e+08            
1.5815185e-01  5.2569534e+08            
1.5823093e-01  5.3326933e+08            
1.5831003e-01  5.0884402e+08            
1.5838919e-01  4.3290626e+08            
1.5846838e-01  4.6303141e+08            
1.5854763e-01  4.6838067e+08            
1.5862690e-01  4.7476006e+08            
1.5870620e-01  5.1523077e+08            
1.5878556e-01  5.9937097e+08            
1.5886494e-01  4.8444641e+08            
1.5894438e-01  6.4238119e+08            
1.5902385e-01  5.7692728e+08            
1.5910337e-01  7.1476569e+08            
1.5918292e-01  8.5825399e+08            
1.5926250e-01  5.7338817e+08            
1.5934213e-01  7.5451526e+08            
1.5942182e-01  9.0224503e+08            
1.5950151e-01  6.4003494e+08            
1.5958128e-01  9.3096291e+08            
1.5966106e-01  8.9347405e+08            
1.5974089e-01  9.3434941e+08            
1.5982077e-01  9.2331776e+08            
1.5990068e-01  9.3768885e+08            
1.5998062e-01  9.9769188e+08            
1.6006062e-01  8.3609539e+08            
1.6014064e-01  8.8950936e+08            
1.6022072e-01  8.7101537e+08            
1.6030083e-01  8.5379995e+08            
1.6038099e-01  1.0159251e+09            
1.6046118e-01  8.0324609e+08            
1.6054140e-01  9.9275874e+08            
1.6062167e-01  1.0198003e+09            
1.6070197e-01  9.3926440e+08            
1.6078233e-01  8.2655138e+08            
1.6086271e-01  7.9815039e+08            
1.6094315e-01  9.7198177e+08            
1.6102362e-01  1.0484802e+09            
1.6110414e-01  8.4125692e+08            
1.6118469e-01  1.0848688e+09            
1.6126527e-01  9.1270190e+08            
1.6134591e-01  1.0923256e+09            
1.6142660e-01  9.2012653e+08            
1.6150729e-01  9.1081008e+08            
1.6158806e-01  8.5183277e+08            
1.6166884e-01  8.5325856e+08            
1.6174969e-01  9.5135410e+08            
1.6183055e-01  8.2223052e+08            
1.6191146e-01  1.0042664e+09            
1.6199243e-01  9.4797718e+08            
1.6207342e-01  9.0392264e+08            
1.6215448e-01  7.0609270e+08            
1.6223553e-01  1.0216267e+09            
1.6231666e-01  4.8499758e+08            
1.6239782e-01  1.1929587e+09            
1.6247901e-01  1.5802646e+09            
1.6256026e-01  8.3690554e+08            
1.6264153e-01  1.2589036e+09            
1.6272286e-01  9.9909819e+08            
1.6280422e-01  1.1915624e+09            
1.6288563e-01  1.3864492e+09            
1.6296707e-01  3.7231016e+08            
1.6304854e-01  1.6165954e+09            
1.6313006e-01  1.1910806e+09            
1.6321164e-01  1.6593687e+09            
1.6329325e-01  1.4164429e+09            
1.6337488e-01  1.2509488e+09            
1.6345657e-01  1.6442752e+09            
1.6353831e-01  1.8724351e+09            
1.6362006e-01  1.9153915e+09            
1.6370189e-01  2.1010742e+09            
1.6378375e-01  1.7085425e+09            
1.6386563e-01  1.9755739e+09            
1.6394757e-01  1.7388979e+09            
1.6402954e-01  2.3562854e+09            
1.6411153e-01  2.2757730e+09            
1.6419361e-01  2.0298519e+09            
1.6427569e-01  2.0759946e+09            
1.6435782e-01  2.1171728e+09            
1.6444001e-01  2.3695529e+09            
1.6452223e-01  2.4160809e+09            
1.6460450e-01  2.1547258e+09            
1.6468680e-01  1.9301291e+09            
1.6476913e-01  2.5600315e+09            
1.6485151e-01  1.9371825e+09            
1.6493395e-01  2.2899222e+09            
1.6501642e-01  2.2964193e+09            
1.6509891e-01  1.8344293e+09            
1.6518147e-01  2.1814704e+09            
1.6526407e-01  1.9736767e+09            
1.6534670e-01  1.9320613e+09            
1.6542937e-01  2.3931668e+09            
1.6551208e-01  2.4783950e+09            
1.6559485e-01  1.8076609e+09            
1.6567765e-01  1.4985348e+09            
1.6576048e-01  1.7597661e+09            
1.6584336e-01  1.6741025e+09            
1.6592628e-01  2.3311293e+09            
1.6600924e-01  2.8038365e+09            
1.6609224e-01  2.9307086e+09            
1.6617529e-01  3.0693051e+09            
1.6625839e-01  3.0803717e+09            
1.6634152e-01  2.5763650e+09            
1.6642469e-01  2.6821481e+09            
1.6650790e-01  3.2535953e+09            
1.6659115e-01  2.9197745e+09            
1.6667444e-01  2.2970625e+09            
1.6675777e-01  2.5230902e+09            
1.6684115e-01  2.4977140e+09            
1.6692459e-01  2.8442672e+09            
1.6700803e-01  2.7970332e+09            
1.6709155e-01  1.0307315e+09            
1.6717510e-01  2.7044403e+09            
1.6725868e-01  2.6239627e+09            
1.6734231e-01  3.1783014e+09            
1.6742597e-01  2.8095879e+09            
1.6750969e-01  2.1281277e+09            
1.6759346e-01  2.3569011e+09            
1.6767726e-01  2.7920125e+09            
1.6776108e-01  3.2621805e+09            
1.6784497e-01  3.1745987e+09            
1.6792888e-01  2.0771746e+09            
1.6801284e-01  2.4958280e+09            
1.6809686e-01  2.0808386e+09            
1.6818091e-01  3.9697969e+09            
1.6826499e-01  6.5412672e+09            
1.6834912e-01  4.6339586e+09            
1.6843331e-01  4.8722394e+09            
1.6851752e-01  6.9225849e+09            
1.6860179e-01  6.9427398e+09            
1.6868609e-01  3.6639195e+09            
1.6877042e-01  3.9884179e+09            
1.6885480e-01  7.6100251e+09            
1.6893924e-01  8.6674807e+09            
1.6902370e-01  9.1662503e+09            
1.6910822e-01  7.7458757e+09            
1.6919277e-01  1.0245564e+10            
1.6927738e-01  5.3888547e+09            
1.6936201e-01  4.8753582e+09            
1.6944669e-01  8.6762449e+09            
1.6953141e-01  5.6839838e+09            
1.6961618e-01  4.1759764e+09            
1.6970098e-01  7.4569078e+09            
1.6978583e-01  4.9902636e+09            
1.6987074e-01  7.9386979e+09            
1.6995568e-01  9.4562257e+09            
1.7004064e-01  4.4330755e+09            
1.7012566e-01  8.2869261e+09            
1.7021074e-01  8.9654043e+09            
1.7029584e-01  7.0987695e+09            
1.7038097e-01  9.7560526e+09            
1.7046616e-01  6.5059527e+09            
1.7055140e-01  1.1331455e+10            
1.7063667e-01  1.0829500e+10            
1.7072200e-01  6.5532658e+09            
1.7080735e-01  1.3230071e+10            
1.7089276e-01  1.0967054e+10            
1.7097820e-01  1.0016437e+10            
1.7106369e-01  1.1222757e+10            
1.7114924e-01  1.1890091e+10            
1.7123481e-01  1.2843059e+10            
1.7132041e-01  1.0089853e+10            
1.7140607e-01  1.4904849e+10            
1.7149179e-01  1.0389520e+10            
1.7157753e-01  1.1518028e+10            
1.7166333e-01  9.2289772e+09            
1.7174915e-01  1.0681170e+10            
1.7183503e-01  1.1748373e+10            
1.7192094e-01  1.2060422e+10            
1.7200691e-01  9.6762358e+09            
1.7209290e-01  1.2761904e+10            
1.7217895e-01  1.0435687e+10            
1.7226505e-01  1.1458349e+10            
1.7235118e-01  9.9201089e+09            
1.7243734e-01  1.4651232e+10            
1.7252355e-01  1.5684011e+10            
1.7260982e-01  1.2622223e+10            
1.7269612e-01  1.0540657e+10            
1.7278248e-01  1.5086968e+10            
1.7286889e-01  1.5337214e+10            
1.7295532e-01  1.6807634e+10            
